Nome,Patrimonio,CodigoInterno,NumeroSerie,IdentificacaoReserva,Categoria,Observacoes
METRALHADORA MTR 9MM,GEN-PAT-00021,GEN-INT-00021,00021,00021,METRALHADORA MTR 9MM,NORMAL
METRALHADORA MTR 9MM,GEN-PAT-02960,GEN-INT-02960,02960,02960,METRALHADORA MTR 9MM,NORMAL
METRALHADORA MTR 9MM,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,METRALHADORA MTR 9MM,2
ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,GEN-PAT-KPD4180525,GEN-INT-KPD4180525,KPD4180525,KPD4180525,ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,Normal
ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,GEN-PAT-KXF5131706,GEN-INT-KXF5131706,KXF5131706,KXF5131706,ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,Normal
ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,GEN-PAT-KXF5131731,GEN-INT-KXF5131731,KXF5131731,KXF5131731,ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,Normal
ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,GEN-PAT-KXE5131617,GEN-INT-KXE5131617,KXE5131617,KXE5131617,ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,Normal
ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,GEN-PAT-KXE5131550,GEN-INT-KXE5131550,KXE5131550,KXE5131550,ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,Normal
ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,GEN-PAT-KYE5198489,GEN-INT-KYE5198489,KYE5198489,KYE5198489,ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,Normal
ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,GEN-PAT-KYE5198524,GEN-INT-KYE5198524,KYE5198524,KYE5198524,ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,Normal
ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,GEN-PAT-KYE5198516,GEN-INT-KYE5198516,KYE5198516,KYE5198516,ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,Normal
ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,ESPINGARDA DE REPETIÇÃO MILITARY 3.0 RT CAL. 12,08
FUZIL 762,GEN-PAT-62095,GEN-INT-62095,62095,62095,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-65184,GEN-INT-65184,65184,65184,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-68626,GEN-INT-68626,68626,68626,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-69278,GEN-INT-69278,69278,69278,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-69468,GEN-INT-69468,69468,69468,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-69961,GEN-INT-69961,69961,69961,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-70040,GEN-INT-70040,70040,70040,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-75458,GEN-INT-75458,75458,75458,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-80037,GEN-INT-80037,80037,80037,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-88507,GEN-INT-88507,88507,88507,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-93105,GEN-INT-93105,93105,93105,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-93109,GEN-INT-93109,93109,93109,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-107501,GEN-INT-107501,107501,107501,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-107513,GEN-INT-107513,107513,107513,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-66169,GEN-INT-66169,66169,66169,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-93819,GEN-INT-93819,93819,93819,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-83205,GEN-INT-83205,83205,83205,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-62029,GEN-INT-62029,62029,62029,FUZIL 762,NORMAL
FUZIL 762,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,FUZIL 762,21
BAIONETAS,GEN-PAT-63263,GEN-INT-63263,63263,63263,BAIONETAS,NORMAL
BAIONETAS,GEN-PAT-65184,GEN-INT-65184,65184,65184,BAIONETAS,NORMAL
BAIONETAS,GEN-PAT-65906,GEN-INT-65906,65906,65906,BAIONETAS,NORMAL
BAIONETAS,GEN-PAT-65920,GEN-INT-65920,65920,65920,BAIONETAS,NORMAL
BAIONETAS,GEN-PAT-67425,GEN-INT-67425,67425,67425,BAIONETAS,NORMAL
BAIONETAS,GEN-PAT-69768,GEN-INT-69768,69768,69768,BAIONETAS,NORMAL
BAIONETAS,GEN-PAT-77678,GEN-INT-77678,77678,77678,BAIONETAS,NORMAL
BAIONETAS,GEN-PAT-83922,GEN-INT-83922,83922,83922,BAIONETAS,NORMAL
BAIONETAS,GEN-PAT-89399,GEN-INT-89399,89399,89399,BAIONETAS,NORMAL
BAIONETAS,GEN-PAT-106047,GEN-INT-106047,106047,106047,BAIONETAS,NORMAL
BAIONETAS,GEN-PAT-102208,GEN-INT-102208,102208,102208,BAIONETAS,NORMAL
BAIONETAS,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,BAIONETAS,11
PISTOLA SPARK Z 2.0,GEN-PAT-SC0011409,GEN-INT-SC0011409,SC0011409,SC0011409,PISTOLA SPARK Z 2.0,NOVA
PISTOLA SPARK Z 2.0,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,PISTOLA SPARK Z 2.0,01
FUZIL 762 AR-10,GEN-PAT-10-000545,GEN-INT-10-000545,10-000545,10-000545,FUZIL 762 AR-10,NORMAL
FUZIL 762 AR-10,GEN-PAT-10-000547,GEN-INT-10-000547,10-000547,10-000547,FUZIL 762 AR-10,NORMAL
FUZIL 762 AR-10,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,FUZIL 762 AR-10,02
FUZIL CAL. 5.56 MD-97,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,FUZIL CAL. 5.56 MD-97,01
CARABINA CAL. 5.56 MD-97,GEN-PAT-JAA 00772,GEN-INT-JAA 00772,JAA 00772,JAA 00772,CARABINA CAL. 5.56 MD-97,NORMAL
CARABINA CAL. 5.56 MD-97,GEN-PAT-JAA 00227,GEN-INT-JAA 00227,JAA 00227,JAA 00227,CARABINA CAL. 5.56 MD-97,NORMAL
CARABINA CAL. 5.56 MD-97,GEN-PAT-JAA 01721,GEN-INT-JAA 01721,JAA 01721,JAA 01721,CARABINA CAL. 5.56 MD-97,NORMAL
CARABINA CAL. 5.56 MD-97,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,CARABINA CAL. 5.56 MD-97,03
CARABINA 556 IA2,GEN-PAT-JFA04965,GEN-INT-JFA04965,JFA04965,JFA04965,CARABINA 556 IA2,NORMAL
CARABINA 556 IA2,GEN-PAT-JFA10279,GEN-INT-JFA10279,JFA10279,JFA10279,CARABINA 556 IA2,NORMAL
CARABINA 556 IA2,GEN-PAT-JFA10212,GEN-INT-JFA10212,JFA10212,JFA10212,CARABINA 556 IA2,NORMAL
CARABINA 556 IA2,GEN-PAT-JFA10266,GEN-INT-JFA10266,JFA10266,JFA10266,CARABINA 556 IA2,NORMAL
CARABINA 556 IA2,GEN-PAT-JFA10216,GEN-INT-JFA10216,JFA10216,JFA10216,CARABINA 556 IA2,NORMAL
CARABINA 556 IA2,GEN-PAT-JFA10274,GEN-INT-JFA10274,JFA10274,JFA10274,CARABINA 556 IA2,NORMAL
CARABINA 556 IA2,GEN-PAT-JFA11806,GEN-INT-JFA11806,JFA11806,JFA11806,CARABINA 556 IA2,NORMAL
CARABINA 556 IA2,GEN-PAT-JFA11830,GEN-INT-JFA11830,JFA11830,JFA11830,CARABINA 556 IA2,NORMAL
CARABINA 556 IA2,GEN-PAT-JFA11840,GEN-INT-JFA11840,JFA11840,JFA11840,CARABINA 556 IA2,NORMAL
CARABINA 556 IA2,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,CARABINA 556 IA2,10
CARABINA CAL. 5.56 M-15,GEN-PAT-15-005879A,GEN-INT-15-005879A,15-005879A,15-005879A,CARABINA CAL. 5.56 M-15,NORMAL
CARABINA CAL. 5.56 M-15,GEN-PAT-15-005880A,GEN-INT-15-005880A,15-005880A,15-005880A,CARABINA CAL. 5.56 M-15,NORMAL
CARABINA CAL. 5.56 M-15,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,CARABINA CAL. 5.56 M-15,03
SUB-METRALHADORA .40,GEN-PAT-HN 05806,GEN-INT-HN 05806,HN 05806,HN 05806,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 5807,GEN-INT-HNO 5807,HNO 5807,HNO 5807,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 5812,GEN-INT-HNO 5812,HNO 5812,HNO 5812,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 5814,GEN-INT-HNO 5814,HNO 5814,HNO 5814,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 5833,GEN-INT-HNO 5833,HNO 5833,HNO 5833,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 5834,GEN-INT-HNO 5834,HNO 5834,HNO 5834,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 5846,GEN-INT-HNO 5846,HNO 5846,HNO 5846,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 5994,GEN-INT-HNO 5994,HNO 5994,HNO 5994,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 5995,GEN-INT-HNO 5995,HNO 5995,HNO 5995,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 5996,GEN-INT-HNO 5996,HNO 5996,HNO 5996,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 5998,GEN-INT-HNO 5998,HNO 5998,HNO 5998,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 5999,GEN-INT-HNO 5999,HNO 5999,HNO 5999,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 6000,GEN-INT-HNO 6000,HNO 6000,HNO 6000,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 6009,GEN-INT-HNO 6009,HNO 6009,HNO 6009,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 6011,GEN-INT-HNO 6011,HNO 6011,HNO 6011,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 6024,GEN-INT-HNO 6024,HNO 6024,HNO 6024,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 6028,GEN-INT-HNO 6028,HNO 6028,HNO 6028,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-HNO 6035,GEN-INT-HNO 6035,HNO 6035,HNO 6035,SUB-METRALHADORA .40,NORMAL
SUB-METRALHADORA .40,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,SUB-METRALHADORA .40,18
CARABINA CT .40,GEN-PAT-CX10599,GEN-INT-CX10599,CX10599,CX10599,CARABINA CT .40,NORMAL
CARABINA CT .40,GEN-PAT-CX10600,GEN-INT-CX10600,CX10600,CX10600,CARABINA CT .40,NORMAL
CARABINA CT .40,GEN-PAT-CX10617,GEN-INT-CX10617,CX10617,CX10617,CARABINA CT .40,NORMAL
CARABINA CT .40,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,CARABINA CT .40,03
PISTOLAS IMBEL GCMD1,GEN-PAT-00179,GEN-INT-00179,00179,00179,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00248,GEN-INT-00248,00248,00248,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00443,GEN-INT-00443,00443,00443,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00447,GEN-INT-00447,00447,00447,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00505,GEN-INT-00505,00505,00505,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00520,GEN-INT-00520,00520,00520,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00536,GEN-INT-00536,00536,00536,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00581,GEN-INT-00581,00581,00581,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00719,GEN-INT-00719,00719,00719,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00722,GEN-INT-00722,00722,00722,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00723,GEN-INT-00723,00723,00723,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00736,GEN-INT-00736,00736,00736,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00741,GEN-INT-00741,00741,00741,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00743,GEN-INT-00743,00743,00743,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00747,GEN-INT-00747,00747,00747,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00754,GEN-INT-00754,00754,00754,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00769,GEN-INT-00769,00769,00769,PISTOLAS IMBEL GCMD1,NORMAL
PISTOLAS IMBEL GCMD1,GEN-PAT-00740,GEN-INT-00740,00740,00740,PISTOLAS IMBEL GCMD1,EXTRAVIADA
PISTOLAS IMBEL GCMD1,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,PISTOLAS IMBEL GCMD1,23
PISTOLAS IMBEL TCMD6,GEN-PAT-ETA07842,GEN-INT-ETA07842,ETA07842,ETA07842,PISTOLAS IMBEL TCMD6,NORMAL
PISTOLAS IMBEL TCMD6,GEN-PAT-ETA07843,GEN-INT-ETA07843,ETA07843,ETA07843,PISTOLAS IMBEL TCMD6,NORMAL
PISTOLAS IMBEL TCMD6,GEN-PAT-ETA07819,GEN-INT-ETA07819,ETA07819,ETA07819,PISTOLAS IMBEL TCMD6,NORMAL
PISTOLAS IMBEL TCMD6,GEN-PAT-ETA07841,GEN-INT-ETA07841,ETA07841,ETA07841,PISTOLAS IMBEL TCMD6,NORMAL
PISTOLAS IMBEL TCMD6,GEN-PAT-S/N,GEN-INT-S/N,S/N,S/N,PISTOLAS IMBEL TCMD6,07
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26960,GEN-INT-SAS 26960,SAS 26960,SAS 26960,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26961,GEN-INT-SAS 26961,SAS 26961,SAS 26961,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26962,GEN-INT-SAS 26962,SAS 26962,SAS 26962,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26964,GEN-INT-SAS 26964,SAS 26964,SAS 26964,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26965,GEN-INT-SAS 26965,SAS 26965,SAS 26965,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26966,GEN-INT-SAS 26966,SAS 26966,SAS 26966,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26967,GEN-INT-SAS 26967,SAS 26967,SAS 26967,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26968,GEN-INT-SAS 26968,SAS 26968,SAS 26968,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26969,GEN-INT-SAS 26969,SAS 26969,SAS 26969,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26970,GEN-INT-SAS 26970,SAS 26970,SAS 26970,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26974,GEN-INT-SAS 26974,SAS 26974,SAS 26974,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26976,GEN-INT-SAS 26976,SAS 26976,SAS 26976,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26977,GEN-INT-SAS 26977,SAS 26977,SAS 26977,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26978,GEN-INT-SAS 26978,SAS 26978,SAS 26978,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26979,GEN-INT-SAS 26979,SAS 26979,SAS 26979,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26980,GEN-INT-SAS 26980,SAS 26980,SAS 26980,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26981,GEN-INT-SAS 26981,SAS 26981,SAS 26981,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26982,GEN-INT-SAS 26982,SAS 26982,SAS 26982,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26983,GEN-INT-SAS 26983,SAS 26983,SAS 26983,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26984,GEN-INT-SAS 26984,SAS 26984,SAS 26984,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26987,GEN-INT-SAS 26987,SAS 26987,SAS 26987,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26988,GEN-INT-SAS 26988,SAS 26988,SAS 26988,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26989,GEN-INT-SAS 26989,SAS 26989,SAS 26989,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26990,GEN-INT-SAS 26990,SAS 26990,SAS 26990,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26991,GEN-INT-SAS 26991,SAS 26991,SAS 26991,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26992,GEN-INT-SAS 26992,SAS 26992,SAS 26992,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26993,GEN-INT-SAS 26993,SAS 26993,SAS 26993,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26995,GEN-INT-SAS 26995,SAS 26995,SAS 26995,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26996,GEN-INT-SAS 26996,SAS 26996,SAS 26996,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26998,GEN-INT-SAS 26998,SAS 26998,SAS 26998,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 26999,GEN-INT-SAS 26999,SAS 26999,SAS 26999,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 27001,GEN-INT-SAS 27001,SAS 27001,SAS 27001,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 27002,GEN-INT-SAS 27002,SAS 27002,SAS 27002,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 27004,GEN-INT-SAS 27004,SAS 27004,SAS 27004,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 27005,GEN-INT-SAS 27005,SAS 27005,SAS 27005,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 27006,GEN-INT-SAS 27006,SAS 27006,SAS 27006,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SAS 27009,GEN-INT-SAS 27009,SAS 27009,SAS 27009,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SRF 27170,GEN-INT-SRF 27170,SRF 27170,SRF 27170,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SRF 27172,GEN-INT-SRF 27172,SRF 27172,SRF 27172,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SRF 27173,GEN-INT-SRF 27173,SRF 27173,SRF 27173,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SRF 27175,GEN-INT-SRF 27175,SRF 27175,SRF 27175,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SWE 71236,GEN-INT-SWE 71236,SWE 71236,SWE 71236,PISTOLAS TAURUS PT 100,NORMAL
PISTOLAS TAURUS PT 100,GEN-PAT-SWE 71240,GEN-INT-SWE 71240,SWE 71240,SWE 71240,PISTOLAS TAURUS PT 100,NORMAL
